Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Customer_Value_Proxy_MYR,Churn_Probability,Customer_Segment,Priority_Score,Recommended_Action
Male,No,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,No,5578.25,0.007067137809187279,High Value + Low Risk,39.42226148409894,Maintain relationship
Male,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1245.6,No,1231.65,0.0,Low Value + Low Risk,0.0,No immediate action
Female,No,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,No,1266.75,0.19444444444444445,Low Value + Low Risk,246.3125,No immediate action
Male,No,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,53.65,1939.35,No,1931.3999999999999,0.10276679841897234,High Value + Low Risk,198.48379446640317,Maintain relationship
Male,Yes,Yes,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.9,118.25,No,119.6,0.38513513513513514,Low Value + Low Risk,46.06216216216216,No immediate action
Female,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,No,472.79999999999995,0.0,Low Value + Low Risk,0.0,No immediate action
Female,No,No,No,61,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),43.7,2696.55,No,2665.7000000000003,0.04878048780487805,High Value + Low Risk,130.03414634146344,Maintain relationship
Male,No,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,No,884.8,0.38513513513513514,Low Value + Low Risk,340.76756756756754,No immediate action
Male,No,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.85,1267.05,No,1290.25,0.0,Low Value + Low Risk,0.0,No immediate action
Female,No,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,494.9,No,510.9,0.0,Low Value + Low Risk,0.0,No immediate action
Male,No,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.45,799.0,No,791.2,0.19444444444444445,Low Value + Low Risk,153.84444444444446,No immediate action
Male,No,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,No,102.25,0.0711743772241993,Low Value + Low Risk,7.277580071174378,No immediate action
Female,No,No,No,19,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.7,710.05,No,754.3000000000001,0.2679738562091503,Low Value + Low Risk,202.1326797385621,No immediate action
Male,No,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.5,568.2,No,545.0,0.19444444444444445,Low Value + Low Risk,105.97222222222223,No immediate action
Female,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75,No,8035.2,0.06716417910447761,High Value + Low Risk,539.6776119402984,Maintain relationship
Female,No,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.55,551.3,No,555.5,0.19444444444444445,Low Value + Low Risk,108.01388888888889,No immediate action
Male,No,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,184.95,No,226.05,0.0711743772241993,Low Value + Low Risk,16.088967971530252,No immediate action
Male,No,Yes,Yes,17,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,62.1,1096.65,No,1055.7,0.10276679841897234,Low Value + Low Risk,108.4909090909091,No immediate action
Female,No,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,No,3762.0,0.007067137809187279,High Value + Low Risk,26.586572438162545,Maintain relationship
Male,Yes,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.8,1752.45,No,1730.6,0.5088495575221239,High Value + High Risk,880.6150442477876,Prioritize retention offer
Female,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.6,7210.85,No,7299.599999999999,0.007067137809187279,High Value + Low Risk,51.587279151943456,Maintain relationship
Male,No,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),84.9,5264.5,No,5178.900000000001,0.10276679841897234,High Value + Low Risk,532.2189723320159,Maintain relationship
Male,No,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,No,2050.4,0.32798165137614677,High Value + Low Risk,672.4935779816514,Maintain relationship
Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.4,24.4,No,24.4,0.5437262357414449,Low Value + High Risk,13.266920152091254,Use low-cost retention action
Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,433.95,No,423.29999999999995,0.5684931506849316,Low Value + High Risk,240.6431506849315,Use low-cost retention action
Female,No,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.0,5607.75,No,5780.0,0.0,High Value + Low Risk,0.0,Maintain relationship
Female,No,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,No,4461.599999999999,0.007067137809187279,High Value + Low Risk,31.53074204946996,Maintain relationship
Female,No,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.1,964.35,No,911.0,0.3333333333333333,Low Value + Low Risk,303.66666666666663,No immediate action
Female,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1460.85,No,1447.2,0.0,High Value + Low Risk,0.0,Maintain relationship
Male,No,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,951.55,No,942.35,0.030100334448160536,Low Value + Low Risk,28.36505016722408,No immediate action
Male,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,74.8,1821.2,No,1795.1999999999998,0.10276679841897234,High Value + Low Risk,184.48695652173913,Maintain relationship
Male,No,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8,1600.95,No,1612.0,0.030100334448160536,High Value + Low Risk,48.52173913043478,Maintain relationship
Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,399.25,No,403.4,0.7546583850931677,Low Value + High Risk,304.42919254658386,Use low-cost retention action
Female,No,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.1,3634.8,No,3573.3999999999996,0.5088495575221239,High Value + High Risk,1818.3230088495575,Prioritize retention offer
Female,No,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,292.4,No,285.59999999999997,0.0711743772241993,Low Value + Low Risk,20.327402135231317,No immediate action
Male,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,218.55,No,260.0,0.0711743772241993,Low Value + Low Risk,18.505338078291818,No immediate action
Female,No,Yes,Yes,65,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.4,5071.9,No,5161.0,0.0,High Value + Low Risk,0.0,Maintain relationship
Male,No,Yes,Yes,23,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),57.2,1423.35,No,1315.6000000000001,0.10276679841897234,Low Value + Low Risk,135.20000000000002,No immediate action
Male,No,Yes,No,55,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,58.6,3068.6,No,3223.0,0.0851063829787234,High Value + Low Risk,274.2978723404255,Maintain relationship
Male,No,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,94.8,4690.65,No,4645.2,0.5088495575221239,High Value + High Risk,2363.70796460177,Prioritize retention offer
Male,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,No,6150.0,0.22826086956521738,High Value + Low Risk,1403.8043478260868,Maintain relationship
Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,1442.65,No,1404.15,0.030100334448160536,High Value + Low Risk,42.26538461538462,Maintain relationship
Male,No,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.9,3369.05,No,3396.0,0.5088495575221239,High Value + High Risk,1728.0530973451328,Prioritize retention offer
Male,No,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65,No,4636.400000000001,0.020599250936329586,High Value + Low Risk,95.5063670411985,Maintain relationship
Female,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,272.35,No,271.05,0.0711743772241993,Low Value + Low Risk,19.29181494661922,No immediate action
Female,No,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.5,3645.05,No,3628.5,0.007067137809187279,High Value + Low Risk,25.643109540636043,Maintain relationship
Female,No,No,No,4,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,35.0,135.75,No,140.0,0.19444444444444445,Low Value + Low Risk,27.22222222222222,No immediate action
Female,No,Yes,Yes,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1319.85,No,1323.6,0.10276679841897234,Low Value + Low Risk,136.02213438735177,No immediate action
Female,No,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,229.4,No,254.75,0.19444444444444445,Low Value + Low Risk,49.53472222222222,No immediate action
Female,No,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,No,320.0,0.38513513513513514,Low Value + Low Risk,123.24324324324324,No immediate action
Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.2,5714.2,No,5774.400000000001,0.0,High Value + Low Risk,0.0,Maintain relationship
Female,No,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.3,1233.25,No,1183.1999999999998,0.10276679841897234,Low Value + Low Risk,121.59367588932805,No immediate action
Female,No,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.35,3571.6,No,3542.7,0.020599250936329586,High Value + Low Risk,72.97696629213482,Maintain relationship
Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,83.3,No,80.2,0.0711743772241993,Low Value + Low Risk,5.708185053380784,No immediate action
Male,No,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.2,8035.95,No,7969.6,0.22826086956521738,High Value + Low Risk,1819.1478260869565,Maintain relationship
Female,No,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,579.4,No,663.3000000000001,0.030100334448160536,Low Value + Low Risk,19.965551839464887,No immediate action
Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.95,7634.25,No,7586.55,0.22826086956521738,High Value + Low Risk,1731.7124999999999,Maintain relationship
Male,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653.0,No,3600.5,0.5088495575221239,High Value + High Risk,1832.1128318584072,Prioritize retention offer
Female,No,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,No,240.0,0.22580645161290322,Low Value + Low Risk,54.193548387096776,No immediate action
Female,No,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.65,3870.3,No,3823.2000000000003,0.0,High Value + Low Risk,0.0,Maintain relationship
Female,No,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,387.9,No,378.0,0.0711743772241993,Low Value + Low Risk,26.903914590747334,No immediate action
Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,527.5,No,497.49999999999994,0.030100334448160536,Low Value + Low Risk,14.974916387959865,No immediate action
Female,No,No,No,48,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.8,2104.55,No,2150.3999999999996,0.2679738562091503,High Value + Low Risk,576.2509803921567,Maintain relationship
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,No,20.3,0.35,Low Value + Low Risk,7.1049999999999995,No immediate action
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,19.2,No,19.2,0.35,Low Value + Low Risk,6.72,No immediate action
Female,No,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.05,3019.1,No,2961.85,0.5088495575221239,High Value + High Risk,1507.1360619469026,Prioritize retention offer
Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.35,7051.95,No,7085.099999999999,0.22826086956521738,High Value + Low Risk,1617.2510869565215,Maintain relationship
Female,No,Yes,No,26,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),47.85,1190.5,No,1244.1000000000001,0.2679738562091503,Low Value + Low Risk,333.38627450980397,No immediate action
Male,No,Yes,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.8,4448.8,No,4460.4,0.10276679841897234,High Value + Low Risk,458.38102766798414,Maintain relationship
Male,Yes,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,No,1063.8,0.10276679841897234,Low Value + Low Risk,109.32332015810276,No immediate action
Female,No,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.55,1714.95,No,1635.2,0.020599250936329586,High Value + Low Risk,33.68389513108614,Maintain relationship
Female,No,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,535.35,No,567.0,0.030100334448160536,Low Value + Low Risk,17.066889632107024,No immediate action
Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.55,75.55,No,75.55,0.8977272727272727,Low Value + High Risk,67.82329545454544,Use low-cost retention action
Male,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.3,6273.4,No,6289.8,0.22826086956521738,High Value + Low Risk,1435.7152173913043,Maintain relationship
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,No,70.25,0.8977272727272727,Low Value + High Risk,63.06534090909091,Use low-cost retention action
Female,No,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.3,908.75,No,905.4,0.10276679841897234,Low Value + Low Risk,93.04505928853754,No immediate action
Male,No,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,0.0,No,0.0,0.35,Low Value + Low Risk,0.0,No immediate action
Male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,212.3,No,232.20000000000002,0.0711743772241993,Low Value + Low Risk,16.526690391459077,No immediate action
